author,250-499,500-749,750-999,<250,>=1000
Helen  Cooper,1,0,0,0,0
Helen Ericson,1,0,0,0,0
Helen Fielding,1,0,0,1,0
Helen Fisher,1,0,0,0,0
Helen L. Taylor,2,0,0,0,0
Helen McCarthy,0,0,0,1,0
Helen Vendler,0,1,0,1,0
Helena Grice,0,0,0,1,0
Hemant Mehta,0,0,0,1,0
Henepola Gunaratana,1,0,0,0,0
Henning Mankell,6,1,0,0,0
Henri Blocher,0,0,0,1,0
Henri J.M. Nouwen,0,0,0,5,0
Henry Chadwick,1,1,0,2,0
Henry David Thoreau,2,2,0,1,0
Henry Fielding,0,1,0,0,0
Henry James,5,4,2,1,2
Henry Jenkins,1,0,0,0,0
Henry Louis Gates Jr.,0,0,0,1,0
Henry M. Sayre,0,1,0,0,0
Henry Miller,5,1,0,2,0
Henry Mintzberg,1,0,0,0,0
Herbert Asbury,2,0,0,0,0
Herman Melville,3,6,1,7,5
Herman Wouk,2,2,2,1,1
Hermann Broch,1,0,0,0,0
Hermann Hesse,3,1,0,7,0
Hermione Lee,0,0,1,0,0
Herodotus,1,5,2,0,0
Hershel Parker,0,0,1,0,0
Hervie Haufler,1,0,0,0,0
Hervé Guibert,0,0,0,1,0
Hesiod,3,0,0,5,0
Hiawyn Oram,0,0,0,1,0
Hidenori Hara,0,0,0,1,0
Hideyuki Kikuchi,0,0,0,5,0
Hilary H. Milton,0,0,0,2,0
Hildegarde Hoyt Swift,0,0,0,1,0
Hinako Takanaga,0,0,0,3,0
Hirohiko Araki,0,0,0,18,0
Hiroki Endo,0,0,0,2,0
Hiromu Arakawa,0,0,0,26,0
Hiroyuki Morioka,0,0,0,2,0
Homer,7,9,0,6,1
Homer Hickam,1,0,0,0,0
Honoré de Balzac,2,2,0,3,0
Hope S. Warshaw,1,0,0,0,0
Horace,0,0,0,1,0
Horace  Silver,1,0,0,0,0
Horace Walpole,0,0,0,2,0
Howard Chaykin,0,0,0,5,0
Howard E. Covington Jr.,1,0,0,0,0
Howard F. Lyman,1,0,0,1,0
Howard Korder,0,0,0,1,0
Howard Stern,0,1,0,0,0
Howard W. Stone,0,0,0,1,0
Howard Zinn,3,2,0,1,0
Hugh    Miller,1,0,0,0,0
Hugh Bicheno,1,0,0,0,0
Hugh Honour,1,1,2,0,0
Hugh Kenner,0,1,0,0,0
Hugh Laurie,1,0,0,0,0
Humphrey Carpenter,1,0,0,1,0
Hunter Davies,1,0,0,0,0
Hunter S. Thompson,2,1,2,2,0
Huston Smith,3,0,0,1,0
Hélène Greven-Borde,0,0,0,1,0
Iain Banks,1,0,0,0,0
Iain Crichton Smith,0,0,0,1,0
Iain Levison,0,0,0,1,0
Iain M. Banks,9,1,0,1,0
Iain Pears,2,2,0,0,0
Ian        Martin,0,0,0,1,0
Ian Buruma,1,0,0,0,0
Ian Caldwell,1,0,0,0,0
Ian Edginton,0,0,0,5,0
Ian Fleming,2,0,1,7,0
Ian Glasper,1,0,0,0,0
Ian Hemphill,0,1,0,0,0
Ian Jack,1,0,0,0,0
Ian King,1,0,0,0,0
Ian McEwan,3,0,0,5,0
Ian Ogilvy,1,0,0,0,0
Ian Stewart,1,0,0,0,0
Ian Thomson,0,1,0,0,0
Ian W. Toll,0,1,0,0,0
Ian Whybrow,0,0,0,1,0
Igor Stravinsky,0,0,0,1,0
Ilona Andrews,1,0,0,0,0
Immanuel Kant,1,1,2,2,1
Ina Garten,1,0,0,0,0
Ina May Gaskin,1,0,0,0,0
Indu Sundaresan,2,0,0,0,0
Ingri d'Aulaire,0,0,0,1,0
International Code Council (ICC),0,2,0,0,0
Ira Levin,0,0,0,1,0
Iraj Pezeshkzad,0,1,0,0,0
Iris Fry,1,0,0,0,0
Iris Murdoch,6,3,0,1,0
Irvin D. Yalom,4,2,0,0,0
Irvine Welsh,6,0,0,1,0
Irving John,0,1,0,0,0
Irving Stone,0,0,2,0,0
Isaac Asimov,8,5,1,3,0
Isaac Bashevis Singer,2,1,2,3,0
Isabel Allende,17,2,0,1,0
Isabel Miller,0,0,0,1,0
Isak Dinesen,4,1,0,0,0
Ishmael Beah,0,0,0,1,0
Ishmael Reed,1,0,0,1,0
Italo Calvino,5,0,0,1,0
Ivan T. Sanderson,0,0,0,1,0
Ivan Turgenev,3,0,0,3,0
Ivo Andrić,3,0,0,0,0
Iyanla Vanzant,1,0,0,0,0
J. Anthony Lukas,0,1,0,0,0
J. Ed Komoszewski,1,0,0,0,0
J. Keith Cheetham,0,0,0,1,0
J. Maarten Troost,1,0,0,0,0
J. Martin Evans,1,0,0,0,0
J. Michael Lennon,0,0,0,1,0
J. Michael Straczynski,0,0,0,1,0
J. Scott Duvall,1,0,0,0,0
J. Torres,0,0,0,1,0
J.A. Jance,2,0,0,0,0
J.D. Robb,2,0,0,0,0
J.D. Salinger,3,0,0,4,0
J.E. Austen Leigh,1,0,0,0,0
J.E. Bright,0,0,0,1,0
J.G. Passarella,1,0,0,0,0
J.J. Connolly,1,0,0,0,0
J.J. Isler,1,0,0,0,0
J.K. Rowling,11,4,4,3,2
J.M. Barrie,2,0,0,4,0
J.M. Coetzee,1,0,0,6,0
J.R. Hyland,0,0,0,1,0
J.R. Ward,4,0,0,0,0
J.R.R. Tolkien,23,6,0,14,8
J.V. Jones,0,2,1,0,0
J.W. Rinzler,1,0,0,0,0
Jack Du Brul,5,1,0,0,0
Jack Dunphy,1,0,0,0,0
Jack Finney,1,0,0,0,0
Jack Frost,1,0,0,0,0
Jack Higgins,1,0,0,0,0
Jack Kerley,2,0,0,0,0
Jack Kerouac,6,1,0,4,0
Jack London,4,0,1,5,0
Jack Meadows,0,0,0,1,0
Jack Vance,6,0,0,6,0
Jack Weatherford,1,0,0,0,0
Jack Williamson,2,0,0,0,0
Jackie French Koller,0,0,0,1,0
Jackson J. Benson,1,0,0,0,0
Jacob Grimm,1,1,1,0,0
Jacob Weisberg,0,0,0,1,0
Jacqueline Ann,0,0,0,1,0
Jacqueline Carey,1,2,1,1,0
Jacqueline Harpman,0,0,0,1,0
Jacqueline K. Ogburn,0,0,0,1,0
Jacqueline Winspear,1,0,0,0,0
Jacquelyn Mitchard,1,0,0,0,0
Jacquelyn Reinach,0,0,0,1,0
Jacques Derrida,1,0,0,0,0
Jahan Ramazani,0,0,0,0,1
Jahnna N. Malcolm,0,0,0,3,0
Jakob Nielsen,2,0,0,0,0
James    Campbell,1,0,0,0,0
James   Campbell,1,0,0,0,0
James   McBride,4,0,0,0,0
James   Paul,1,0,0,0,0
James  Hawkins,2,0,0,0,0
James A. Hetley,1,0,0,0,0
James A. Michener,3,1,4,1,4
James A. Owen,1,0,0,0,0
James Axler,4,0,0,0,0
James B. South,1,0,0,0,0
James B. Stewart,0,1,0,0,0
James B. Stiff,1,0,0,0,0
James Baldwin,1,2,1,5,0
James Brian Smith,0,0,0,1,0
James Brodrick,1,0,0,0,0
James C.    Simmons,0,0,0,1,0
James C. Collins,1,0,0,0,0
James C. Humes,1,0,0,0,0
James C. Mitchell,1,0,0,0,0
James Campbell,1,0,0,0,0
James Clavell,1,2,0,0,3
James Craig Holte,0,0,0,1,0
James D. Bradley,1,0,0,0,0
James Daley,0,0,0,1,0
James Daugherty,0,0,0,1,0
James E. Campbell,1,0,0,0,0
James E. Ingram,0,0,0,1,0
James Ellroy,5,2,0,1,0
James F. Calvert,1,0,0,0,0
James Fenimore Cooper,1,0,0,0,2
James Frey,0,1,0,0,0
James Gleick,1,0,0,0,0
James Graham Leyburn,1,0,0,0,0
James H. Billington,0,1,0,0,0
James H. Cobb,1,0,0,0,0
James H. Cone,1,0,0,0,0
James Hamilton-Paterson,2,0,0,0,0
James Herriot,4,0,0,0,0
James Hillman,1,0,0,0,0
James Hilton,0,0,0,1,0
James J. Gibson,1,0,0,0,0
James Joyce,6,1,2,2,1
James K. Lowers,0,0,0,2,0
James K. Morrow,1,0,0,0,0
James Kirkwood Jr.,0,0,0,1,0
James Krüss,1,0,0,0,0
James L. Nelson,1,0,0,0,0
James L. Stokesbury,2,0,0,0,0
James Lamar Roberts,0,0,0,8,0
James Lee Burke,2,0,0,0,0
James Lincoln Collier,0,0,0,1,0
James Luceno,2,0,0,2,0
James M. Cain,0,0,0,1,0
James M. Kouzes,1,0,0,1,0
James M. McPherson,0,0,1,0,0
James Mangold,0,0,0,1,0
James N. Frey,1,0,0,1,0
James Patterson,35,2,0,6,0
James Pinocchio,0,0,0,1,0
James Plath,1,0,0,0,0
James Preller,0,0,0,7,0
James Redfield,4,0,0,2,0
James Robert Smith,0,0,0,1,0
James Salter,0,0,0,1,0
James Scott Bell,3,0,0,1,0
James Shapiro,2,0,0,0,0
James Shreeve,1,0,0,0,0
James T. Farrell,1,0,0,0,0
James T. Patterson,1,0,0,0,0
James Tiptree Jr.,1,1,0,0,0
James W. Loewen,1,0,0,1,0
James Wallace,1,0,0,0,0
Jamie Jensen,0,0,1,0,0
Jamie Lee Curtis,0,0,0,1,0
Jamie Oliver,2,0,0,0,0
Jan Frank,0,0,0,1,0
Jan Greenberg,0,0,0,1,0
Jan Guillou,1,0,0,0,0
Jan M. Kriebs,0,1,0,0,0
Jan Needle,0,0,0,1,0
Jane Austen,19,3,1,5,5
Jane B. Mason,0,0,0,2,0
Jane Chance,1,0,0,0,0
Jane E. Gerver,0,0,0,1,0
Jane Feather,2,0,0,0,0
Jane Gardam,1,0,0,0,0
Jane Green,12,0,0,0,0
Jane Haddam,1,0,0,0,0
Jane Hamilton,3,0,0,1,0
Jane Heller,1,0,0,0,0
Jane Jeong Trenka,1,0,0,0,0
Jane Leslie Conly,2,0,0,1,0
Jane Medwell,0,0,0,1,0
Jane Moore,1,0,0,0,0
Jane Parker Resnick,0,0,0,1,0
Jane Porter,0,0,0,2,0
Jane Robins,1,0,0,0,0
Jane Smiley,5,2,0,2,0
Jane Walmsley,0,0,0,1,0
Jane Werner Watson,0,0,0,1,0
Jane Yolen,0,0,0,1,0
Janet Brennan Croft,1,0,0,0,0
Janet Evanovich,16,0,1,11,1
Janet Fitch,3,0,0,0,0
Janet Flanner,1,0,0,0,0
Janet Geringer Woititz,0,1,0,0,0
Janet S. Wong,0,0,0,1,0
Janet Valade,2,0,0,0,0
Janet Wallach,1,0,0,0,0
Janette K. Klingner,0,0,0,1,0
Janette Oke,1,0,0,1,0
Janice Cook Migliaccio,0,0,0,1,0
Janice Ross,0,0,0,1,0
Janna Levin,0,0,0,1,0
Janny Wurts,0,5,2,0,0
Janwillem van de Wetering,1,0,0,1,0
Jared Diamond,1,2,0,1,0
Jaroslav Hašek,0,0,1,0,0
Jasmine C.M. Luk,0,0,0,1,0
Jason Hook,0,0,0,1,0
Jason King,0,0,0,1,0
Jasper Fforde,7,0,0,0,0
Javier Cercas,0,0,0,2,0
Jay McInerney,1,0,0,2,0
Jay Parini,1,2,0,0,0
Jay Rubin,2,0,0,0,0
Jayne Ann Krentz,6,0,0,0,0
Jayne Castle,3,0,0,1,0
Jean Aitchison,0,0,0,1,0
Jean Baudrillard,0,0,0,5,0
Jean Craighead George,0,0,0,1,0
Jean Estoril,0,0,0,6,0
Jean Gibran,1,0,0,0,0
Jean Houston,1,0,0,0,0
Jean Lorrah,1,0,0,0,0
Jean M. Auel,1,3,0,0,0
Jean Marzollo,0,0,0,1,0
Jean Nienkamp,0,0,0,1,0
Jean Rabe,3,0,0,0,0
Jean Rhys,0,0,0,2,0
Jean Sasson,1,0,0,1,0
Jean Shepherd,0,0,0,1,0
Jean Stein,0,1,0,0,0
Jean Stone,1,0,0,0,0
Jean Van Leeuwen,0,0,0,2,0
Jean-Benoît Nadeau,1,0,0,0,0
Jean-Jacques Rousseau,1,2,0,3,0
Jean-Luc Marion,0,0,0,1,0
Jean-Paul Sartre,3,3,0,3,0
Jeanette Winterson,1,0,0,8,0
Jeanne DuPrau,1,0,0,0,0
Jeanne Sallade Criswell,0,0,0,1,0
Jeanne Treat,1,0,0,0,0
Jeannette Walls,1,0,0,1,0
Jed Carleton,0,0,0,1,0
Jeff   Smith,0,0,0,1,0
Jeff Hawkins,1,0,0,0,0
Jeff Long,1,0,0,0,0
Jeff Povey,1,0,0,0,0
Jeff Rovin,4,0,0,0,0
Jeff Shaara,3,3,0,0,0
Jeffery Deaver,7,7,0,0,0
Jeffery Hudson,1,0,0,0,0
Jeffrey Alford,1,0,0,0,0
Jeffrey Archer,1,0,1,0,0
Jeffrey Eugenides,0,2,0,0,0
Jeffrey Ford,3,0,0,1,0
Jeffrey H. Tigay,1,0,0,0,0
Jeffrey Meyers,0,1,0,0,0
Jen Lancaster,2,0,0,0,0
Jenna Jameson,0,1,0,0,0
Jennifer Allison,1,0,0,0,0
Jennifer Chiaverini,1,0,0,0,0
Jennifer Crusie,9,0,0,2,0
Jennifer Frantz,0,0,0,1,0
Jennifer Hendricks,1,0,0,0,0
Jennifer O'Connell,1,0,0,0,0
Jennifer Quasha,0,0,0,1,0
Jennifer Watson,1,0,0,0,0
Jennifer Weiner,4,0,0,0,0
Jennings Michael Burch,1,0,0,0,0
Jenny Hendy,0,0,0,1,0
Jenny Nimmo,1,0,0,1,0
Jenny Wormald,0,0,0,1,0
Jeremy D. Zawodny,1,0,0,0,0
Jeremy Gilbert-Rolfe,0,0,0,1,0
Jeremy Leven,1,0,0,0,0
Jeremy Rifkin,1,0,0,0,0
Jeremy Treglown,1,0,0,0,0
Jeremy Weate,0,0,0,1,0
Jerome K. Jerome,2,0,0,3,0
Jerome Kagan,1,0,0,0,0
Jerome Karabel,0,1,0,0,0
Jerome Preisler,2,0,0,0,0
Jerry Ahern,0,0,0,1,0
Jerry B. Jenkins,2,0,0,0,0
Jerry Burton,1,0,0,0,0
Jerry Seinfeld,0,0,0,1,0
Jerry Spinelli,1,0,0,1,0
Jerzy Kosiński,0,0,0,1,0
Jess Lourey,0,0,0,1,0
Jess Walter,1,0,0,0,0
Jessica Adams,0,1,0,0,0
Jessica Conant-Park,1,0,0,0,0
Jessica Hagedorn,0,0,0,1,0
Jessica Mitford,1,0,0,0,0
Jessica Porter,1,0,0,0,0
Jessica Snyder Sachs,1,0,0,0,0
Jhumpa Lahiri,2,0,0,1,0
Jiddu Krishnamurti,1,0,0,0,0
Jill Colella,0,0,0,1,0
Jill Conner Browne,1,0,0,0,0
Jill Elizabeth Nelson,2,0,0,0,0
Jill Mansell,7,3,0,0,0
Jill Nelson,1,0,0,0,0
Jillian Hunter,1,0,0,0,0
Jim  Murphy,0,0,0,1,0
Jim  Powell,1,0,0,0,0
Jim Butcher,1,2,0,0,0
Jim Carroll,1,0,0,1,0
Jim Dutcher,0,0,0,1,0
Jim Fergus,1,0,0,0,0
Jim Henson,0,0,0,1,0
Jim Hougan,1,0,0,0,0
Jim Keogh,0,1,0,0,0
Jim Lehrer,0,0,0,5,0
Jim Morrison,0,0,0,1,0
Jim Northrup,0,0,0,1,0
Jim Supica,1,0,0,0,0
Jim Thompson,1,0,0,0,0
Jim Toomey,0,0,0,1,0
Jim Trelease,1,0,0,0,0
Jim Wight,1,0,0,0,0
Jimmy Buffett,1,0,0,1,0
Jimmy Carter,3,1,0,4,0
Jincy Willett,1,0,0,0,0
Jo Ann Ooiman Robinson,1,0,0,0,0
Jo Clayton,8,0,0,0,0
Joan Aiken,2,0,0,4,0
Joan Dayan,1,0,0,0,0
Joan Didion,2,0,0,8,1
Joan Elizabeth Klingel Ray,1,0,0,0,0
Joan Goldstein,0,0,0,1,0
Joan Holub,0,0,0,2,0
Joan Jonker,1,0,0,0,0
Joan Sinclair,0,0,0,1,0
Joanna Strange,0,0,0,1,0
Joanna Weaver,1,0,0,0,0
Joanne Fluke,8,0,0,0,0
Joanne Harris,8,0,0,0,0
Joanne Rocklin,0,0,0,1,0
Joaquin Miller,1,0,0,0,0
Jodee Blanco,1,0,0,0,0
Jodi Cobb,0,0,0,1,0
Jodi Picoult,13,4,0,0,0
Joe  Miller,1,0,0,0,0
Joe Adamson,1,0,0,0,0
Joe Haldeman,8,0,0,1,0
Joe Kelly,0,0,0,1,0
Joe Kubert,0,0,0,1,0
Joe Meno,1,0,0,0,0
Joe Simpson,0,0,0,1,0
Joel Salatin,0,0,0,1,0
Joel Spolsky,1,0,0,0,0
Joel-Peter Witkin,0,0,0,1,0
Johann Wolfgang von Goethe,5,0,0,5,0
Johanna Hurwitz,0,0,0,2,0
Johanna Rothman,0,0,0,1,0
Johanna Spyri,1,0,0,0,0
John               White,0,0,0,1,0
John             Lewis,1,0,0,0,0
John         Green,0,0,0,1,0
John      O'Brien,0,0,0,1,0
John     Kay,1,0,0,0,0
John     Nichols,1,1,0,0,0
John    Mason,1,0,0,0,0
John   Barton,1,0,0,0,0
John   Hammond,1,0,0,0,0
John  Adams,0,1,0,0,0
John  Baxter,0,0,0,1,0
John  Compton,0,0,0,1,0
John  Diamond,0,0,0,1,0
John  Miller,0,0,0,1,0
John  Smith,0,0,0,0,1
"John ""Red"" Shea",1,0,0,0,0
John A. Keel,1,0,0,0,0
John A. McDougall,1,0,0,0,0
John Ayto,0,0,0,0,1
John Baldessari,0,0,0,1,0
John Banville,2,0,0,7,0
John Barth,2,0,2,1,0
John Berendt,3,0,0,0,0
John Boslough,0,0,0,1,0
John Brunner,3,1,1,4,0
John Bunyan,1,0,0,0,0
John C. Maxwell,2,0,0,1,0
John Carratello,0,0,0,1,0
John Cheever,1,1,0,1,0
John Colapinto,1,0,0,0,0
John Cottingham,0,1,0,0,0
John D'Emilio,0,1,0,0,0
John D. Cox,0,1,0,0,0
John D. Fitzgerald,0,0,0,1,0
John D. Leonard,0,0,0,0,1
John Dickson Carr,1,0,0,0,0
John Dos Passos,3,0,0,0,1
John E. Upledger,0,0,0,1,0
John Ehle,1,0,0,0,0
John Eldredge,1,0,0,1,0
John F. MacArthur Jr.,0,0,0,2,0
John F. Nash,0,0,0,1,0
John Fowles,0,1,0,0,0
John G. Fuller,0,0,0,1,0
John Gardner,1,0,0,2,0
John Garth,1,0,0,0,0
John Granger,0,0,0,1,0
John Graves,1,0,0,0,0
John Gray,2,0,0,1,0
John Gregory Betancourt,1,0,0,0,0
John Gribbin,0,1,0,0,0
John Grigsby,0,0,0,1,0
John Grisham,14,1,0,4,0
John Grogan,2,0,0,0,0
John Guare,0,0,0,1,0
John Guy,0,1,0,0,0
John Harold Haynes,0,0,0,1,0
John Harwood Hick,0,0,0,1,0
John Helfers,1,0,0,1,0
John Henry Newman,1,0,0,0,0
John Hersey,0,1,0,1,0
John Hodgman,1,0,0,0,0
John Howard Griffin,0,0,0,1,0
John Irving,5,4,2,4,1
John J. Nance,0,1,0,0,0
John Jackson Miller,0,0,0,1,0
John Julius Norwich,1,2,1,0,0
John Keats,0,1,0,0,0
John Keegan,0,0,0,1,0
John Kennedy Toole,3,0,0,0,0
John Kenneth Galbraith,0,0,0,2,0
John Knoll,0,1,0,0,0
John Knowles,0,0,0,1,0
John Lange,0,0,0,1,0
John Lawrence Peterson,0,0,0,2,0
John Lescroart,1,1,0,0,0
John Lewis Gaddis,1,0,0,0,0
John Lindow,1,0,0,0,0
John M. Barry,0,1,0,0,0
John M. Hull,0,0,0,1,0
John M. Merriman,0,0,0,0,1
John M. Perkins,0,0,0,1,0
John Maddox Roberts,2,0,0,0,0
John Major Jenkins,1,0,0,0,0
John Marco,0,0,1,0,0
John Mason,0,0,0,2,0
John Maynard Smith,0,0,0,2,0
John McPhee,5,1,0,6,0
John Milner,0,0,0,1,0
John Milton,5,3,0,0,3
John Newhouse,1,0,0,0,0
John O'Donohue,1,0,0,0,0
John Ostrander,0,0,0,4,0
John Patrick Diggins,0,0,0,1,0
John Peel,0,0,0,1,0
John Perkins,0,0,0,2,0
John Piper,3,0,0,5,0
John Prevas,1,0,0,0,0
John S.D. Eisenhower,2,0,0,0,0
John Sandford,7,0,0,0,0
John Saul,8,0,0,1,0
John Steinbeck,3,4,1,8,1
John Terra,0,0,0,1,0
John Tosh,1,0,0,0,0
John Updike,3,2,0,1,1
John W. Dean,0,0,0,1,0
John W. Dettman,1,0,0,0,0
John W. Gardner,0,0,0,1,0
John W. Schott,1,0,0,0,0
John Warry,0,0,0,1,0
John Waters,1,0,0,0,0
John Weld,1,0,0,0,0
John Wilcockson,1,0,0,0,0
John Wooden,0,0,0,1,0
John le Carré,0,1,0,0,0
Johnny Cash,1,0,0,0,0
Jon   Stewart,0,0,0,2,0
Jon Agar,0,0,0,1,0
Jon Kabat-Zinn,1,0,0,1,0
Jon Krakauer,2,0,0,1,0
Jon Lee Anderson,0,0,1,0,0
Jon M. Gibson,0,0,0,1,0
Jon Meacham,1,0,0,0,0
Jon Ronson,3,0,0,0,0
Jon Stone,0,0,0,1,0
Jonathan  A. Goldstein,0,1,0,0,0
Jonathan  Andrews,1,0,0,0,0
Jonathan Barnes,1,1,0,0,0
Jonathan Carroll,5,0,0,1,0
Jonathan Clements,0,0,1,0,0
Jonathan Croall,0,0,0,1,0
Jonathan Franzen,1,4,0,2,0
Jonathan Hale,1,0,0,0,0
Jonathan Harr,2,1,0,0,0
Jonathan Kozol,1,0,0,0,0
Jonathan Lethem,3,1,0,3,0
Jonathan Parshall,0,1,0,0,0
Jonathan Phillips,1,0,0,0,0
Jonathan Ryder,1,0,0,0,0
Jonathan Safran Foer,7,0,0,0,0
Jonathan Shay,1,0,0,0,0
Jonathan Swift,5,0,0,4,0
Jonathan Wolff,0,0,0,1,0
Jorge Bucay,0,0,0,1,0
Jorge Cervantes,0,1,0,0,0
Jorge Cruise,0,0,0,1,0
Jorge Luis Borges,2,4,0,8,0
Joscelyn Godwin,0,0,0,1,0
Josef Pieper,0,0,0,1,0
Joseph A. Tainter,1,0,0,0,0
Joseph Blotner,0,0,1,0,0
Joseph Bruchac,0,0,0,2,0
Joseph Campbell,1,0,0,2,0
Joseph Conrad,2,0,1,4,0
Joseph Delaney,1,0,0,0,0
Joseph E. Stiglitz,1,0,0,0,0
Joseph Epstein,1,0,0,0,0
Joseph Frank,2,0,1,0,0
Joseph Gallagher,1,0,0,0,0
Joseph Heller,4,2,0,0,0
Joseph J. Ellis,4,0,0,0,0
Joseph McMoneagle,1,0,0,0,0
Joseph O'Connor,1,0,0,0,0
Joseph Pearce,2,0,0,1,0
Joseph Vargo,1,0,0,0,0
Joseph Wambaugh,10,0,0,0,0
Josiah Bunting,0,0,0,1,0
Joss Whedon,0,0,0,3,0
Jostein Gaarder,1,1,0,2,0
José Saramago,15,0,0,2,0
Joy Harjo,0,1,0,0,0
Joy King,1,0,0,0,0
Joy Kogawa,1,0,0,0,0
Joyce Carol Oates,9,4,0,7,1
Joyce Lankester Brisley,0,0,0,1,0
Joyce Meyer,1,0,0,0,0
Joyce Reardon,1,0,0,0,0
João Guimarães Rosa,0,0,0,1,0
Ju-Yeon Rhim,0,0,0,1,0
Juan Bonilla,1,0,0,0,0
Juan Rulfo,2,0,0,6,0
Judd Winick,0,0,0,1,0
Jude Fisher,0,1,0,3,0
Jude Watson,0,0,0,2,0
Judi Barrett,0,0,0,3,0
Judith A. Lansdowne,1,0,0,0,0
Judith Butler,1,0,0,1,0
Judith Cornell,0,0,0,1,0
Judith Farr,1,0,0,0,0
Judith Larner Lowry,1,0,0,0,0
Judith M. Meloy,0,0,0,1,0
Judith McNaught,1,1,0,0,0
Judith Thurman,0,1,0,0,0
Judith Viorst,0,0,0,2,0
Judy Blume,1,2,0,5,0
Judy Hall,1,0,0,0,0
Judy Sierra,0,0,0,1,0
Judy Tam Sargent,0,0,0,1,0
Jules Verne,4,2,0,4,0
Julia Alvarez,2,0,0,1,0
Julia Briggs,0,1,0,0,0
Julia Butterfly Hill,1,0,0,0,0
Julia Child,1,0,0,0,0
Julia Glass,0,1,0,0,0
Julia Golding,1,0,0,0,0
Julia Indichova,0,0,0,1,0
Julia Jarman,0,0,0,1,0
Julia Wilkinson,1,0,0,0,0
Julian Barnes,2,0,0,2,0
Julian Caldecott,1,0,0,0,0
Julian Jaynes,2,0,0,0,0
Julian Markels,0,0,0,1,0
Julian May,5,0,0,0,0
Julian Rubinstein,1,0,0,0,0
Julie A. Schrader,1,0,0,0,0
Julie Aigner-Clark,0,0,0,4,0
Julie Andrews Edwards,1,0,0,1,0
Julie E. Czerneda,0,1,0,0,0
Julie Elizabeth Leto,0,0,0,1,0
Julie Garwood,1,0,0,0,0
Julie Kenner,8,0,0,1,0
Julie Leto,1,0,0,0,0
Julie Mullaney,0,0,0,1,0
Julie Orringer,0,0,0,1,0
Julie Otsuka,0,0,0,1,0
Julie Powell,2,0,0,0,0
Julie Sylvester,0,0,0,1,0
Juliet Marillier,2,7,0,0,0
Juliette Aristides,0,0,0,1,0
Juliette Benzoni,1,0,0,0,0
Juliette De Bairacli Levy,1,0,0,1,0
Jun'ichirō Tanizaki,1,1,0,7,0
June Casagrande,0,0,0,1,0
Jung Chang,0,2,1,0,0
Junichi Satō,0,0,0,3,0
Junji Ito,4,0,0,4,0
Justin   O'Brien,0,0,0,1,0
Justin Akers Chacón,0,0,0,1,0
Justin Kaplan,1,0,0,0,0
Justine Korman Fontes,0,0,0,1,0
Jürgen Habermas,0,0,0,1,0
K.A. Applegate,0,0,0,1,0
Kahlil Gibran,0,0,1,9,0
Kaho Miyasaka,0,0,0,2,0
Kang-Woo Lee,0,0,0,1,0
Kaoru Mori,0,0,0,1,0
Kara,0,0,0,4,0
Karel Čapek,1,0,0,0,0
Karen  O'Connor,0,2,2,0,1
Karen A. Bale,1,0,0,0,0
Karen Armstrong,6,0,0,2,0
Karen Berman,1,0,0,0,0
Karen Cushman,0,0,0,3,0
Karen Essex,1,0,0,0,0
Karen Harper,0,1,0,0,0
Karen Hawkins,1,0,0,0,0
Karen Hesse,0,0,0,4,0
Karen Joy Fowler,1,0,0,0,0
Karen Katz,0,0,0,2,0
Karen Kingsbury,12,1,0,0,0
Karen Rizzo,0,0,0,1,0
Karen Tei Yamashita,1,0,0,1,0
Karen Traviss,1,0,0,0,0
Karen Zeinert,0,0,0,1,0
Karin Slaughter,7,1,0,0,0
Karl Barth,0,0,0,1,0
Karl Jaspers,0,0,0,1,0
Karl Marx,1,0,0,7,0
Karyn Monk,1,0,0,0,0
Kate Atkinson,6,1,0,1,0
Kate Bornstein,0,0,0,1,0
Kate Braverman,1,0,0,0,0
Kate Chopin,2,0,0,0,1
Kate DiCamillo,1,0,0,6,0
Kate Elliott,0,1,0,0,0
Kate Hemphill,0,1,0,0,0
Kate Horsley,1,0,0,1,0
Kate Jacobs,1,0,0,0,0
Kate Klise,0,0,0,1,0
Kate Maurer,0,0,0,1,0
Kate McMullan,0,0,0,2,0
Kate Mosse,0,2,0,0,0
Kate Pennington,0,0,0,1,0
Kate Sedley,1,0,0,0,0
Kate Summerscale,1,0,0,0,0
Kate Walker,0,0,0,1,0
Katharine Holabird,0,0,0,1,0
Katharine McMahon,1,0,0,0,0
Katherine Beckett,1,0,0,0,0
Katherine Dunn,1,0,0,0,0
Katherine E. Krohn,0,0,0,1,0
Katherine Hall Page,1,0,0,0,0
Katherine Neville,0,1,0,0,0
Katherine Paterson,2,0,0,1,0
Katherine Ramsland,0,1,0,0,0
Kathleen A. Brehony,1,0,0,0,0
Kathleen Banks Freeman,0,0,0,1,0
Kathleen Eagle,1,0,0,0,0
Kathleen Eschenburg,1,0,0,0,0
Kathleen Olmstead,0,0,0,1,0
Kathleen Parkinson,0,0,0,1,0
Kathleen V. Kudlinski,0,0,0,1,0
Kathleen Winsor,0,0,1,0,0
Kathryn  Hughes,1,0,0,0,0
Kathryn Lasky,0,0,0,7,0
Kathy Acker,0,0,0,2,0
Katrina Kittle,1,0,0,0,0
Kay Arthur,1,0,0,0,0
Kay Redfield Jamison,2,0,0,0,0
Kaye Gibbons,1,0,0,1,0
Kaza Kingsley,1,0,0,0,0
Kazuo Ishiguro,3,1,0,3,0
